cliente_id,genero,edad,estado,piezas_compradas,monto_compra,fecha_ultima_compra
2549,Femenino,31.0,Jalisco,2,504.64,2023-06-16
2550,Femenino,32.0,Jalisco,3,472.94,2023-07-02
2551,Femenino,39.0,Nuevo León,5,675.6,2023-11-27
2552,Femenino,27.0,Jalisco,3,344.65,2023-07-28
2553,Masculino,44.0,CDMX,2,731.87,2023-03-23
2554,Masculino,46.0,Yucatán,6,460.34,2023-07-28
2555,Femenino,25.0,Nuevo León,6,580.31,2023-06-02
2556,Masculino,30.0,Nuevo León,4,659.89,2023-12-27
2557,Masculino,29.0,CDMX,5,528.7,2023-09-27
2558,Femenino,,CDMX,2,495.18,2023-09-24
2559,Femenino,30.0,CDMX,2,521.96,2023-06-24
2560,Masculino,51.0,CDMX,2,208.82,2023-10-10
2561,Masculino,22.0,Puebla,5,101.9,2023-01-04
2562,Masculino,25.0,Nuevo León,3,613.35,2023-04-15
2563,Femenino,28.0,Jalisco,1,450.66,2023-10-17
2564,Femenino,26.0,Nuevo León,2,372.11,2023-03-12
2565,Femenino,32.0,Nuevo León,1,533.08,2023-10-01
2566,Femenino,27.0,Nuevo León,1,476.44,2023-01-19
2567,Femenino,26.0,CDMX,1,305.99,2023-05-23
2568,Femenino,46.0,CDMX,4,642.07,2023-03-16
2569,Masculino,47.0,Puebla,6,669.56,2023-05-20
2570,Masculino,44.0,Nuevo León,3,531.56,2023-10-18
2571,Femenino,40.0,Yucatán,3,524.67,2023-02-05
2572,Masculino,35.0,Puebla,2,498.37,2023-09-02
2573,Femenino,30.0,CDMX,3,517.98,2023-08-30
2574,Femenino,25.0,Nuevo León,3,552.37,2023-05-24
2575,Femenino,38.0,CDMX,4,429.53,2023-08-08
2576,Masculino,23.0,Jalisco,2,620.4,2023-06-21
2577,Otro,25.0,CDMX,4,525.53,2023-08-19
2578,Masculino,46.0,CDMX,3,616.0,2023-10-27
2579,Femenino,54.0,Puebla,3,689.2,2023-01-16
2580,Masculino,38.0,Jalisco,2,505.45,2023-12-02
2581,Femenino,46.0,Yucatán,2,549.93,2023-04-23
2582,Masculino,32.0,Yucatán,6,596.63,2023-03-25
2583,Masculino,21.0,Yucatán,4,510.57,2023-01-09
2584,Femenino,41.0,Nuevo León,1,448.37,2023-05-05
2585,Masculino,40.0,Yucatán,4,527.46,2023-02-15
2586,Masculino,35.0,Nuevo León,2,695.1,2023-08-11
2587,Femenino,32.0,CDMX,3,137.06,2023-10-01
2588,Masculino,44.0,Yucatán,1,612.0,2023-08-02
2589,Femenino,25.0,Puebla,5,523.33,2023-10-22
2590,Masculino,27.0,Jalisco,1,421.71,2023-11-18
2591,Masculino,24.0,Jalisco,2,630.02,2023-05-02
2592,Masculino,35.0,CDMX,1,319.36,2023-11-19
2593,Masculino,24.0,Jalisco,3,439.87,2023-12-14
2594,Masculino,28.0,Jalisco,3,696.76,2023-11-27
2595,Femenino,27.0,CDMX,2,215.95,2023-03-15
2596,Masculino,32.0,CDMX,4,575.16,2023-03-25
2597,Femenino,20.0,CDMX,1,715.78,2023-04-05
2598,Masculino,,Puebla,4,665.55,2023-02-20
2599,Femenino,47.0,CDMX,3,559.78,2023-09-01
2600,Femenino,36.0,CDMX,2,356.06,2023-04-29
2601,Masculino,50.0,CDMX,1,634.05,2023-03-23
2602,Femenino,48.0,Yucatán,2,405.82,2023-01-12
2603,Masculino,42.0,Yucatán,3,476.71,2023-07-26
2604,Femenino,35.0,Puebla,4,492.23,2023-12-20
2605,Femenino,35.0,Puebla,1,315.37,2023-02-14
2606,Masculino,42.0,Jalisco,3,694.06,2023-04-02
2607,Femenino,31.0,Yucatán,2,486.25,2023-07-11
2608,Femenino,16.0,Puebla,6,489.17,2023-06-21
2609,Masculino,39.0,Puebla,3,408.23,2023-09-28
2610,Femenino,23.0,Jalisco,8,393.74,2023-08-15
2611,Masculino,25.0,CDMX,4,592.55,2023-03-16
2612,Femenino,35.0,Nuevo León,1,596.46,2023-11-13
2613,Femenino,34.0,Jalisco,2,945.83,2023-09-01
2614,Masculino,20.0,Nuevo León,2,453.3,2023-03-30
2615,Femenino,36.0,Jalisco,8,436.48,2023-01-04
2616,Femenino,44.0,Jalisco,0,666.07,2023-02-11
2617,Femenino,23.0,CDMX,3,626.22,2023-08-02
2618,Femenino,47.0,Puebla,6,456.57,2023-06-01
2619,Masculino,19.0,Yucatán,3,552.95,2023-01-19
2620,Femenino,56.0,Jalisco,0,734.1,2023-02-10
2621,Masculino,30.0,CDMX,2,321.38,2023-04-01
2622,Masculino,36.0,Nuevo León,3,388.66,2023-07-30
2623,Femenino,16.0,Puebla,4,564.35,2023-12-27
2624,Masculino,34.0,Jalisco,1,398.58,2023-05-21
2625,Femenino,37.0,Nuevo León,6,406.02,2023-03-07
2626,Otro,34.0,Jalisco,3,684.15,2023-12-13
2627,Femenino,29.0,Yucatán,4,561.99,2023-03-05
2628,Masculino,,Yucatán,2,491.78,2023-05-20
2629,Masculino,46.0,Puebla,5,383.42,2023-01-29
2630,Femenino,35.0,Nuevo León,5,554.99,2023-08-02
2631,Masculino,50.0,Yucatán,8,675.84,2023-10-13
2632,Masculino,29.0,CDMX,4,306.25,2023-03-14
2633,Femenino,30.0,Puebla,2,316.81,2023-07-16
2634,Femenino,43.0,Jalisco,3,602.02,2023-04-10
2635,Masculino,18.0,Nuevo León,2,416.22,2023-01-13
2636,Masculino,22.0,Nuevo León,1,378.71,2023-05-10
2637,Otro,45.0,CDMX,3,397.89,2023-02-02
2638,Masculino,23.0,Yucatán,3,613.49,2023-09-17
2639,Masculino,16.0,Nuevo León,1,608.89,2023-03-15
2640,Masculino,53.0,CDMX,1,559.38,2023-12-19
2641,Femenino,,CDMX,1,435.74,2023-09-15
2642,Femenino,36.0,Jalisco,2,377.69,2023-05-05
2643,Masculino,35.0,CDMX,2,409.51,2023-07-10
2644,Masculino,6.0,Puebla,1,366.71,2023-09-25
2645,Femenino,32.0,Nuevo León,0,441.1,2023-05-24
2646,Femenino,39.0,Puebla,2,505.42,2023-03-01
2647,Masculino,38.0,CDMX,2,610.79,2023-08-15
2648,Masculino,44.0,CDMX,3,505.68,2023-11-25
2649,Femenino,31.0,Puebla,7,474.71,2023-05-11
2650,Femenino,42.0,Jalisco,3,755.2,2023-08-08
2651,Femenino,28.0,CDMX,2,-22.02,2023-06-29
2652,Femenino,20.0,Puebla,0,596.32,2023-01-16
2653,Femenino,22.0,Puebla,1,578.31,2023-07-30
2654,Femenino,20.0,Nuevo León,1,580.24,2023-08-18
2655,Masculino,45.0,Jalisco,4,639.4,2023-06-23
2656,Femenino,19.0,Yucatán,3,321.95,2023-10-14
2657,Masculino,37.0,Puebla,2,643.14,2023-01-01
2658,Masculino,32.0,Nuevo León,3,557.57,2023-01-30
2659,Femenino,33.0,Yucatán,2,440.59,2023-01-16
2660,Masculino,48.0,Nuevo León,2,594.49,2023-03-09
2661,Femenino,30.0,Nuevo León,5,526.71,2023-03-29
2662,Masculino,41.0,Jalisco,6,358.63,2023-06-17
2663,Femenino,35.0,CDMX,6,196.44,2023-03-28
2664,Masculino,33.0,Jalisco,5,303.23,2023-01-17
2665,Masculino,57.0,Yucatán,4,392.86,2023-04-09
2666,Femenino,20.0,Jalisco,3,559.24,2023-10-09
2667,Femenino,47.0,CDMX,2,284.09,2023-10-18
2668,Masculino,41.0,Jalisco,4,561.56,2023-11-24
2669,Masculino,30.0,Jalisco,1,546.86,2023-09-02
2670,Femenino,51.0,Jalisco,2,,2023-05-23
2671,Masculino,16.0,Puebla,4,554.13,2023-04-27
2672,Femenino,29.0,Puebla,3,189.52,2023-09-17
2673,Masculino,22.0,Jalisco,3,671.86,2023-10-08
2674,Femenino,39.0,CDMX,2,363.15,2023-05-16
2675,Masculino,23.0,CDMX,2,355.17,2023-01-28
2676,Femenino,39.0,CDMX,2,470.78,2023-12-29
2677,Femenino,33.0,CDMX,3,582.65,2023-01-06
2678,Femenino,30.0,Nuevo León,4,458.85,2023-11-07
2679,Femenino,38.0,Jalisco,3,501.49,2023-03-08
2680,Masculino,32.0,Jalisco,4,362.98,2023-06-29
2681,Femenino,24.0,Nuevo León,2,324.82,2023-07-20
2682,Masculino,63.0,CDMX,4,530.23,2023-02-09
2683,Femenino,30.0,Yucatán,3,271.29,2023-03-25
2684,Femenino,12.0,Yucatán,2,393.01,2023-05-24
2685,Femenino,26.0,Nuevo León,4,450.4,2023-03-15
2686,Femenino,22.0,Yucatán,2,535.19,2023-03-19
2687,Femenino,43.0,Puebla,4,460.94,2023-01-15
2688,Femenino,38.0,Jalisco,8,452.39,2023-06-18
2689,Masculino,38.0,Yucatán,3,315.43,2023-12-12
2690,Femenino,31.0,Puebla,3,437.88,2023-01-10
2691,Masculino,32.0,Jalisco,0,462.55,2023-11-12
2692,Masculino,31.0,Puebla,4,562.48,2023-10-20
2693,Femenino,34.0,Jalisco,2,379.99,2023-09-13
2694,Femenino,43.0,Jalisco,3,365.9,2023-09-27
2695,Otro,38.0,Yucatán,4,318.15,2023-08-10
2696,Masculino,40.0,Nuevo León,6,522.76,2023-06-07
2697,Masculino,39.0,Yucatán,6,447.46,2023-12-21
2698,Femenino,43.0,CDMX,1,479.88,2023-08-11
2699,Masculino,37.0,Puebla,2,428.92,2023-04-12
2700,Masculino,38.0,CDMX,4,434.87,2023-05-26
2701,Masculino,46.0,Jalisco,1,408.86,2023-11-23
2702,Otro,28.0,Yucatán,2,575.12,2023-01-05
2703,Femenino,26.0,CDMX,2,506.18,2023-03-30
2704,Femenino,23.0,CDMX,4,720.17,2023-09-29
2705,Masculino,36.0,CDMX,3,454.49,2023-07-26
2706,Masculino,16.0,Jalisco,4,736.41,2023-12-06
2707,Femenino,39.0,Jalisco,4,457.35,2023-02-10
2708,Femenino,33.0,Jalisco,2,576.54,2023-07-07
2709,Femenino,46.0,CDMX,4,408.35,2023-03-27
2710,Femenino,28.0,Puebla,6,572.65,2023-10-10
2711,Masculino,32.0,Yucatán,4,153.86,2023-09-25
2712,Masculino,46.0,Yucatán,4,312.89,2023-06-01
2713,Femenino,48.0,Jalisco,3,353.07,2023-06-03
2714,Femenino,28.0,CDMX,3,807.93,2023-12-20
2715,Femenino,36.0,Puebla,3,658.07,2023-10-03
2716,Femenino,37.0,Nuevo León,3,538.88,2023-07-19
2717,Masculino,38.0,Jalisco,2,437.63,2023-06-27
2718,Otro,32.0,Nuevo León,2,412.74,2023-04-28
2719,Masculino,47.0,Yucatán,4,409.07,2023-07-27
2720,Femenino,16.0,Yucatán,3,601.26,2023-06-11
2721,Masculino,30.0,Puebla,1,513.57,2023-04-30
2722,Masculino,39.0,Puebla,4,634.84,2023-04-06
2723,Masculino,39.0,Nuevo León,3,584.12,2023-08-28
2724,Femenino,48.0,Yucatán,2,562.06,2023-10-13
2725,Femenino,46.0,Puebla,3,382.37,2023-05-24
2726,Femenino,32.0,Puebla,2,381.95,2023-06-25
2727,Femenino,47.0,Yucatán,1,519.61,2023-07-01
2728,Femenino,27.0,Yucatán,3,557.01,2023-06-08
2729,Femenino,44.0,CDMX,1,471.12,2023-06-11
2730,Masculino,53.0,Puebla,1,313.32,2023-03-03
2731,Masculino,47.0,Nuevo León,3,533.51,2023-07-27
2732,Femenino,36.0,Jalisco,0,613.5,2023-03-29
2733,Femenino,31.0,Jalisco,5,334.52,2023-05-24
2734,Masculino,19.0,Yucatán,3,456.12,2023-12-01
2735,Masculino,38.0,Nuevo León,1,358.02,2023-01-31
2736,Masculino,23.0,CDMX,2,643.48,2023-06-29
2737,Otro,27.0,Puebla,0,799.46,2023-11-08
2738,Masculino,23.0,CDMX,2,697.1,2023-07-18
2739,Otro,30.0,Nuevo León,2,262.66,2023-10-27
2740,Femenino,34.0,CDMX,2,551.91,2023-05-07
2741,Femenino,37.0,Yucatán,3,582.51,2023-08-19
2742,Femenino,28.0,Jalisco,1,760.19,2023-04-26
2743,Femenino,45.0,Yucatán,4,413.24,2023-10-07
2744,Femenino,32.0,Puebla,4,481.34,2023-11-13
2745,Masculino,27.0,Yucatán,2,323.11,2023-09-11
2746,Masculino,37.0,Nuevo León,2,297.72,2023-04-26
2747,Masculino,54.0,Nuevo León,3,510.17,2023-04-25
2748,Femenino,38.0,Puebla,1,720.15,2023-05-22
2749,Masculino,31.0,Puebla,4,504.3,2023-10-17
2750,Masculino,19.0,Jalisco,1,507.41,2023-08-26
2751,Femenino,32.0,CDMX,1,310.19,2023-10-03
2752,Masculino,37.0,Jalisco,3,521.79,2023-11-15
2753,Femenino,31.0,Yucatán,4,416.89,2023-03-19
2754,Femenino,18.0,CDMX,4,431.79,2023-12-04
2755,Masculino,26.0,Puebla,5,756.24,2023-02-04
2756,Femenino,49.0,Nuevo León,1,,2023-03-04
2757,Femenino,49.0,Yucatán,6,448.92,2023-12-03
2758,Masculino,26.0,Jalisco,8,532.8,2023-06-25
2759,Masculino,41.0,Puebla,5,-29.78,2023-06-22
2760,Femenino,23.0,CDMX,6,383.27,2023-08-03
2761,Femenino,49.0,CDMX,3,231.42,2023-08-02
2762,Femenino,37.0,Nuevo León,0,417.43,2023-01-31
2763,Masculino,44.0,Puebla,3,785.9,2023-01-29
2764,Femenino,17.0,Puebla,2,83.51,2023-10-08
2765,Femenino,41.0,Yucatán,3,250.18,2023-08-12
2766,Masculino,34.0,Yucatán,4,703.09,2023-08-11
2767,Masculino,43.0,CDMX,1,476.11,2023-09-19
2768,Femenino,44.0,Jalisco,3,565.98,2023-02-06
2769,Masculino,35.0,CDMX,3,514.56,2023-05-25
2770,Masculino,28.0,Yucatán,5,519.09,2023-10-14
2771,Femenino,42.0,Yucatán,6,448.32,2023-02-27
2772,Femenino,34.0,Yucatán,2,13.32,2023-05-10
2773,Masculino,26.0,CDMX,4,496.76,2023-09-20
2774,Femenino,25.0,Puebla,3,664.64,2023-12-13
2775,Masculino,20.0,Jalisco,3,650.28,2023-05-30
2776,Femenino,29.0,Jalisco,2,587.15,2023-01-04
2777,Femenino,46.0,Yucatán,3,484.3,2023-10-28
2778,Femenino,36.0,Nuevo León,1,522.72,2023-03-26
2779,Femenino,29.0,CDMX,3,628.52,2023-04-09
2780,Femenino,43.0,Puebla,2,270.99,2023-07-20
2781,Femenino,26.0,Yucatán,1,770.64,2023-04-02
2782,Masculino,35.0,Nuevo León,4,651.12,2023-05-18
2783,Otro,33.0,Yucatán,2,777.31,2023-08-03
2784,Masculino,42.0,Nuevo León,5,546.87,2023-06-01
2785,Masculino,19.0,Jalisco,4,421.33,2023-11-09
2786,Femenino,26.0,Nuevo León,3,569.5,2023-05-12
2787,Otro,18.0,Jalisco,5,613.32,2023-12-03
2788,Femenino,32.0,Jalisco,2,788.94,2023-06-25
2789,Masculino,47.0,CDMX,6,456.02,2023-08-04
2790,Otro,29.0,Nuevo León,2,438.03,2023-02-27
2791,Masculino,29.0,Puebla,2,658.92,2023-12-23
2792,Otro,43.0,Puebla,3,464.9,2023-07-13
2793,Masculino,45.0,Nuevo León,3,409.76,2023-10-23
2794,Femenino,34.0,CDMX,3,419.46,2023-02-17
2795,Femenino,41.0,Puebla,3,196.93,2023-06-30
2796,Masculino,24.0,Yucatán,6,393.48,2023-09-19
2797,Femenino,48.0,Puebla,5,563.29,2023-09-04
2798,Masculino,56.0,CDMX,4,499.22,2023-03-03
2799,Otro,40.0,Jalisco,3,570.39,2023-02-05
2800,Femenino,14.0,Jalisco,2,698.93,2023-10-04
2801,Masculino,29.0,Jalisco,2,858.23,2023-06-02
2802,Masculino,41.0,CDMX,1,459.15,2023-02-23
2803,Masculino,30.0,Jalisco,2,329.27,2023-04-26
2804,Otro,47.0,Jalisco,3,,2023-01-27
2805,Masculino,40.0,CDMX,3,615.84,2023-03-19
2806,Otro,27.0,Yucatán,4,870.04,2023-05-12
2807,Masculino,35.0,Puebla,0,524.2,2023-04-20
2808,Femenino,26.0,CDMX,1,571.79,2023-09-21
2809,Femenino,33.0,CDMX,3,465.63,2023-08-07
2810,Masculino,29.0,Nuevo León,3,523.08,2023-05-06
2811,Femenino,46.0,Jalisco,6,686.3,2023-10-20
2812,Masculino,56.0,Yucatán,2,621.2,2023-05-11
2813,Masculino,20.0,Nuevo León,3,491.41,2023-06-26
2814,Femenino,15.0,Yucatán,2,537.87,2023-10-11
2815,Masculino,32.0,Jalisco,5,444.79,2023-04-12
2816,Masculino,19.0,Jalisco,3,678.43,2023-04-28
2817,Masculino,35.0,Jalisco,2,778.6,2023-08-03
2818,Femenino,42.0,Puebla,1,369.57,2023-12-05
2819,Femenino,49.0,Yucatán,2,381.28,2023-11-09
2820,Femenino,37.0,Yucatán,10,446.24,2023-05-21
2821,Masculino,33.0,Nuevo León,4,628.43,2023-09-07
2822,Femenino,15.0,CDMX,5,435.98,2023-06-18
2823,Masculino,35.0,Jalisco,3,640.81,2023-04-24
2824,Femenino,35.0,Jalisco,3,264.71,2023-04-20
2825,Femenino,41.0,Nuevo León,2,488.97,2023-11-24
2826,Masculino,27.0,Yucatán,3,520.0,2023-06-06
2827,Masculino,30.0,Puebla,2,360.01,2023-11-02
2828,Femenino,20.0,Yucatán,0,478.9,2023-02-19
2829,Femenino,12.0,Puebla,2,666.48,2023-10-30
2830,Femenino,23.0,Puebla,3,478.8,2023-11-22
2831,Masculino,19.0,Yucatán,2,562.68,2023-02-25
2832,Masculino,38.0,Jalisco,3,712.9,2023-05-25
2833,Femenino,29.0,Puebla,6,363.42,2023-01-29
2834,Femenino,29.0,Nuevo León,1,538.88,2023-02-25
2835,Femenino,25.0,Nuevo León,3,73.07,2023-08-20
2836,Masculino,2.0,Puebla,1,291.31,2023-02-21
2837,Otro,,Jalisco,5,612.24,2023-01-02
2838,Femenino,24.0,Puebla,4,420.09,2023-10-16
2839,Masculino,30.0,Nuevo León,2,543.28,2023-07-06
2840,Femenino,20.0,Nuevo León,3,273.32,2023-08-25
2841,Femenino,44.0,Yucatán,2,93.74,2023-06-16
2842,Masculino,36.0,Jalisco,2,394.56,2023-02-24
2843,Masculino,26.0,Yucatán,5,413.65,2023-02-04
2844,Masculino,31.0,CDMX,1,446.92,2023-10-14
2845,Masculino,51.0,Puebla,2,720.1,2023-06-08
2846,Femenino,34.0,Yucatán,5,192.4,2023-01-26
2847,Masculino,33.0,Jalisco,3,390.4,2023-08-24
2848,Femenino,25.0,Puebla,5,445.05,2023-08-12
2849,Masculino,16.0,Puebla,1,478.65,2023-11-01
2850,Femenino,33.0,Puebla,3,648.78,2023-11-12
2851,Masculino,38.0,Puebla,5,491.04,2023-08-29
2852,Femenino,45.0,Puebla,4,619.38,2023-11-02
2853,Femenino,12.0,Jalisco,2,678.07,2023-05-02
2854,Masculino,23.0,CDMX,2,291.38,2023-07-07
2855,Femenino,29.0,Nuevo León,3,668.93,2023-05-28
2856,Masculino,34.0,CDMX,3,470.63,2023-06-24
2857,Femenino,33.0,Nuevo León,5,507.11,2023-01-02
2858,Femenino,33.0,Yucatán,3,521.97,2023-08-19
2859,Femenino,39.0,Puebla,2,562.48,2023-03-04
2860,Femenino,25.0,Yucatán,6,278.54,2023-12-31
2861,Masculino,44.0,Yucatán,5,265.25,2023-07-24
2862,Femenino,39.0,Nuevo León,4,423.3,2023-11-03
2863,Masculino,31.0,Jalisco,3,,2023-03-11
2864,Masculino,51.0,Puebla,5,692.62,2023-02-11
2865,Femenino,50.0,Yucatán,6,397.84,2023-09-21
2866,Masculino,44.0,CDMX,0,628.58,2023-10-09
2867,Masculino,,Puebla,6,467.96,2023-03-15
2868,Masculino,50.0,Jalisco,2,549.53,2023-07-03
2869,Femenino,42.0,Puebla,3,409.88,2023-12-30
2870,Femenino,55.0,Yucatán,5,520.73,2023-03-06
2871,Masculino,47.0,CDMX,3,361.69,2023-11-18
2872,Masculino,50.0,Yucatán,3,514.12,2023-06-20
2873,Masculino,43.0,Jalisco,4,630.07,2023-02-04
2874,Femenino,48.0,Nuevo León,2,439.5,2023-09-04
2875,Masculino,54.0,CDMX,4,537.61,2023-07-12
2876,Femenino,37.0,Jalisco,1,555.37,2023-07-15
2877,Masculino,19.0,Jalisco,5,666.5,2023-03-29
2878,Femenino,31.0,Yucatán,2,220.18,2023-11-07
2879,Masculino,38.0,Yucatán,2,605.47,2023-09-13
2880,Femenino,35.0,Yucatán,6,336.76,2023-12-03
2881,Femenino,22.0,Nuevo León,3,322.94,2023-06-02
2882,Masculino,18.0,Puebla,2,403.16,2023-11-11
2883,Femenino,27.0,Puebla,2,359.55,2023-02-08
2884,Femenino,43.0,Yucatán,3,530.74,2023-12-30
2885,Femenino,50.0,Yucatán,4,355.12,2023-11-03
2886,Masculino,44.0,Nuevo León,2,586.42,2023-01-30
2887,Masculino,45.0,Puebla,5,179.15,2023-07-18
2888,Femenino,34.0,Nuevo León,1,659.56,2023-10-10
2889,Masculino,17.0,Jalisco,3,267.0,2023-05-13
2890,Masculino,30.0,Puebla,2,560.76,2023-06-03
2891,Femenino,32.0,Yucatán,3,379.32,2023-09-03
2892,Masculino,30.0,CDMX,2,436.38,2023-12-28
2893,Masculino,35.0,Jalisco,6,368.74,2023-07-03
2894,Masculino,39.0,CDMX,2,181.37,2023-07-26
2895,Femenino,43.0,Nuevo León,3,430.6,2023-02-13
2896,Masculino,32.0,Nuevo León,4,316.36,2023-09-02
2897,Masculino,15.0,Nuevo León,3,286.13,2023-03-30
2898,Femenino,30.0,Yucatán,5,436.45,2023-12-02
2899,Femenino,35.0,Nuevo León,3,457.86,2023-04-06
2900,Femenino,47.0,CDMX,5,512.51,2023-01-26
2901,Femenino,29.0,Jalisco,3,574.23,2023-03-10
2902,Masculino,40.0,Yucatán,2,319.07,2023-01-10
2903,Femenino,,Jalisco,1,291.29,2023-03-16
2904,Femenino,35.0,Nuevo León,1,613.39,2023-12-19
2905,Masculino,44.0,Puebla,0,451.36,2023-02-26
2906,Femenino,28.0,Yucatán,3,794.72,2023-12-02
2907,Otro,29.0,Nuevo León,2,192.11,2023-01-02
2908,Femenino,34.0,Yucatán,2,550.12,2023-06-06
2909,Femenino,28.0,Puebla,1,377.9,2023-04-18
2910,Femenino,40.0,CDMX,4,383.4,2023-03-27
2911,Femenino,27.0,CDMX,4,417.91,2023-03-16
2912,Femenino,37.0,CDMX,6,700.98,2023-12-18
2913,Masculino,33.0,Puebla,1,248.55,2023-05-13
2914,Otro,37.0,Jalisco,3,246.33,2023-11-03
2915,Femenino,30.0,Puebla,0,592.42,2023-07-23
2916,Masculino,31.0,Puebla,1,755.67,2023-05-05
2917,Masculino,35.0,Nuevo León,8,390.21,2023-05-11
2918,Masculino,37.0,CDMX,3,662.73,2023-08-12
2919,Femenino,34.0,Yucatán,2,630.91,2023-10-05
2920,Femenino,52.0,Jalisco,2,542.17,2023-11-15
2921,Femenino,25.0,Yucatán,2,527.4,2023-10-11
2922,Masculino,34.0,Nuevo León,3,,2023-08-06
2923,Masculino,19.0,Nuevo León,4,635.79,2023-02-14
2924,Femenino,38.0,Jalisco,1,599.7,2023-07-22
2925,Femenino,23.0,Yucatán,5,414.01,2023-01-27
2926,Masculino,32.0,Jalisco,5,262.1,2023-04-17
2927,Masculino,31.0,Jalisco,4,382.55,2023-09-20
2928,Otro,37.0,CDMX,1,340.3,2023-08-18
2929,Masculino,29.0,Yucatán,6,491.65,2023-12-29
2930,Femenino,29.0,CDMX,1,572.0,2023-11-25
2931,Masculino,49.0,CDMX,5,558.42,2023-10-30
2932,Masculino,37.0,CDMX,3,569.05,2023-10-31
2933,Femenino,29.0,Puebla,3,528.99,2023-05-03
2934,Masculino,32.0,Nuevo León,6,496.73,2023-12-20
2935,Masculino,51.0,Nuevo León,0,490.6,2023-10-26
2936,Femenino,32.0,Puebla,1,685.2,2023-01-26
2937,Masculino,28.0,Jalisco,4,426.67,2023-11-22
2938,Masculino,28.0,Yucatán,5,467.15,2023-11-28
2939,Masculino,29.0,Yucatán,10,175.71,2023-09-10
2940,Femenino,29.0,Yucatán,3,418.46,2023-09-07
2941,Femenino,22.0,CDMX,4,454.86,2023-05-01
2942,Masculino,23.0,Yucatán,6,679.45,2023-02-19
2943,Femenino,26.0,Yucatán,2,299.55,2023-10-27
2944,Masculino,40.0,Yucatán,3,480.87,2023-08-20
2945,Masculino,31.0,Nuevo León,7,477.77,2023-05-07
2946,Femenino,32.0,Puebla,3,595.72,2023-01-01
2947,Masculino,47.0,Jalisco,5,430.1,2023-10-18
2948,Masculino,,Puebla,4,591.25,2023-11-20
2949,Femenino,32.0,Yucatán,5,538.42,2023-10-23
2950,Masculino,28.0,Jalisco,3,385.86,2023-07-19
2951,Masculino,26.0,Jalisco,3,333.34,2023-03-07
2952,Masculino,41.0,Puebla,6,813.63,2023-01-12
2953,Masculino,32.0,Puebla,1,418.77,2023-04-25
2954,Femenino,31.0,Puebla,3,246.08,2023-07-19
2955,Masculino,26.0,Puebla,1,431.71,2023-09-08
2956,Masculino,27.0,CDMX,2,399.31,2023-06-18
2957,Masculino,38.0,Nuevo León,4,324.85,2023-03-26
2958,Masculino,21.0,Nuevo León,2,493.78,2023-08-11
2959,Femenino,44.0,Yucatán,3,528.24,2023-10-15
2960,Masculino,29.0,CDMX,2,197.41,2023-05-28
2961,Femenino,33.0,Jalisco,2,518.87,2023-08-27
2962,Femenino,21.0,Puebla,4,610.17,2023-03-24
2963,Femenino,34.0,Yucatán,1,355.15,2023-06-24
2964,Otro,31.0,Jalisco,2,299.01,2023-08-10
2965,Masculino,34.0,Nuevo León,2,344.99,2023-04-25
2966,Masculino,49.0,Jalisco,2,422.0,2023-03-14
2967,Masculino,36.0,Puebla,1,490.47,2023-12-06
2968,Masculino,,Puebla,2,325.18,2023-05-26
2969,Masculino,27.0,Nuevo León,5,433.17,2023-04-22
2970,Masculino,40.0,Puebla,4,462.38,2023-07-07
2971,Femenino,47.0,CDMX,4,516.44,2023-10-13
2972,Femenino,37.0,Yucatán,3,275.17,2023-10-12
2973,Masculino,41.0,Nuevo León,3,372.62,2023-06-29
2974,Masculino,41.0,Nuevo León,0,381.92,2023-11-03
2975,Femenino,49.0,Jalisco,2,726.37,2023-06-07
2976,Femenino,15.0,Nuevo León,1,644.19,2023-08-27
2977,Masculino,41.0,Yucatán,1,474.05,2023-11-21
2978,Femenino,44.0,CDMX,5,258.97,2023-03-09
2979,Masculino,21.0,Jalisco,3,614.54,2023-06-27
2980,Otro,26.0,Yucatán,1,659.58,2023-02-28
2981,Femenino,26.0,Nuevo León,4,470.83,2023-01-31
2982,Femenino,27.0,Puebla,5,410.22,2023-06-19
2983,Masculino,30.0,Puebla,2,377.71,2023-06-10
2984,Masculino,37.0,Yucatán,1,585.18,2023-08-29
2985,Masculino,43.0,CDMX,4,575.89,2023-11-17
2986,Otro,45.0,Puebla,5,322.72,2023-01-19
2987,Femenino,26.0,Yucatán,5,355.22,2023-11-18
2988,Masculino,26.0,Jalisco,2,322.37,2023-11-20
2989,Masculino,48.0,Nuevo León,5,747.58,2023-09-16
2990,Masculino,41.0,CDMX,4,522.54,2023-12-09
2991,Femenino,35.0,CDMX,4,646.88,2023-12-26
2992,Masculino,39.0,Jalisco,3,499.36,2023-06-20
2993,Masculino,34.0,CDMX,0,541.65,2023-02-22
2994,Femenino,40.0,Yucatán,5,435.53,2023-11-22
2995,Femenino,31.0,CDMX,2,698.76,2023-12-16
2996,Masculino,37.0,CDMX,5,527.39,2023-08-21
2997,Femenino,19.0,CDMX,5,470.93,2023-09-28
2998,Femenino,28.0,Yucatán,2,201.84,2023-04-19
2999,Femenino,28.0,Nuevo León,5,559.16,2023-04-24
3000,Masculino,31.0,Puebla,5,557.7,2023-07-28
3001,Masculino,25.0,CDMX,2,670.39,2023-01-09
3002,Masculino,29.0,Jalisco,6,434.42,2023-07-13
3003,Femenino,19.0,Jalisco,2,373.55,2023-11-02
